Company,Description,Experience,Salary,Title
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Oracle Utilities mission is to help utilities build a clean energy future. Care to join us? At Oracle’s Utilities Global Business Unit (UGBU), we’re applying cutting edge computer science to one of humanity Skills : Chef , Nomad , Senior Java Developer , Javascript , Docker , Kubernetes , Java , Soa , Spring , MySQL , Rabbitmq",5-8 Years,Not Specified,Senior Java Developer for HER (Odesa)
Charterhouse Pte Ltd,Posted: a month ago APPLY,Not Specified,Job description Job Summary * 70% focus on external (Customers/ Clients) and internal * Top 4 things MUST have: * Handled process improvement initiatives with external commercial customers/ clients * Strong in Lean Kaizen,Regional Process Improvement Leader (IVD MNC)
GMP Recruitment Services (S) Pte Ltd,"A well-established Japanese MNC. Responsibilities: Providing all business and legal affairs support required by the business and corporate functions across the covered countries. A trusted and key advisor to the business - delivering first-hand and Skills : Regional Counsel , Apac , Legal Advice , law firm , In-house Counsel , compliance programmes , project management",7-10 Years,Not Specified,"Regional Legal Counsel, APAC (West, Law firm/In-house, Compliance, Up to $7K)"
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications A team blend a mix of business and technical skills, assess and manage risks, measure and report on progress, anticipate and resolve bottlenecks, anticipate and make trade-offs, and balance the business nee Skills : Cloud Enterprise Adoption LAD",5-10 Years,Not Specified,Cloud Enterprise Adoption LAD
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Oracle Utilities mission is to help utilities build a clean energy future. Care to join us? At Oracle’s Utilities Global Business Unit (UGBU), we’re applying cutting edge computer science to one of humanity Skills : Nomad , oci , Senior Java Developer , Java , Soa , Javascript , Angular , React , Ruby , Rabbitmq , Spring",5-8 Years,Not Specified,Senior Java Developer for Outbound (Odesa)
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Environment, Health %26amp; Safety (EHS) Program Manager – Regional Cloud Infrastructure Group (Seattle WA) Oracle’s Cloud Infrastructure (OCI) team is a ground-up effort to build Infrastructure-as-a-Servic Skills : Oracle Cloud Infrastructure , Global EHS , Zoom , Atlassian Suite , Program Manager , Oracle Cloud , Slack",5-8 Years,Not Specified,"Environment, Health %26 Safety (EHS) Program Manager – Regional"
Applied Materials South East Asia Pte Ltd,"Hiring for Talent Acquisition Specialist Skills : Talent Acquisition Specialist , Talent Acquisition , Sourcing , recruitment , Hr Manager , Human Resource",5-8 Years,Not Specified,Talent Acquisition Specialist
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications You will be accountable for driving value argumentation, developing messages and creating marketing content for Oracle communications core network and IoT Cloud services for Telecoms. You have faith in your Skills : Product Marketing Analyst 4",8-11 Years,Not Specified,Product Marketing Analyst 4
Anchor Search Group Pte Ltd,"Job Description : The Senior Financial Marketing Manager participates in the strategic leadership for companys assigned vertical market segment.The mandate of this team is to ensure that we have a deep understanding for the needs and trends of the a Skills : Senior Marketing Manager Financial Solutions , Strategic Business Planning , marketing organizations",7-10 Years,Not Specified,"Senior Marketing Manager Financial Solutions, Asia Pacific"
DBS Bank Ltd,"Job Description : What you%27ll be doingYou%27ll spend most of your time trying to simplify very complexproducts and ideas. It may be an uphill battle, but it%27s worth it. If yousucceed, your designs will be experienced by millions and solve real-li Skills : AVP , Product Designer , Consumer Banking Group , Group Design",8-11 Years,Not Specified,"AVP, Product Designer, Consumer Banking Group, Group Design"
DBS Bank Ltd,"Job Description : You%27re like a three-headed dragon: a powerful and mythical creature able to unify the design language of a large company, inspire other designers to achieve greatness and still find time to push pixels with relish. What you%27ll Skills : Vp , Principal Designer , Design Standards , Group Design",10-13 Years,Not Specified,"VP, Principal Designer, Design Standards, Group Design"
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications CATEGORY MANAGER – REAL ESTATE %26amp; FACILITIES AND SECURITY SERVICES Business Area: Finance Region: EMEA Location: BUCHAREST, ROMANIA OVERVIEW: At Oracle, the Indirect Global Procurement organizati Skills : Category Manager - Real Estate and Facilities and Security Services",3-6 Years,Not Specified,Category Manager - Real Estate and Facilities and Security Services
The ExecutiveCircle Asia Pacific Pte Ltd,"A global MNC is seeking a Subject Matter Expert,End User Computing (EUC) to join them. Someone with EUC experience on a global/regional scale. Able to deliver & directly impact successful business adoption of EUC technologies. Strong communications Skills : Sme , Subject Matter Expert , SaaS based enb-user services , MDM , MIM , Cloud Backup , Druva , End User Computing",8-15 Years,Not Specified,"End User Computing, Subject Matter Expert (EUC SME)"
JJ Consulting Services,"Job Description : Job Description : **Our Client is an established company in Singapore, who is seeking to recruit a Senior/ Project Manager (Agile) Senior/ Project Manager (Agile) The Project Manager is responsible for the managing and implementing Skills : Sr.project Manager , PMI , Delivery Head , Pmp , Engineering Manager , Project Manager , Delivery Manager",6-9 Years,Not Specified,Senior/ Project Manager (Agile)
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications TechnicalAccount Manager- Oracle CloudOracle Gen2 Cloud is the nextgeneration cloud service built from grounds up for the most demandingapplication requirements with diverse performance, reliability, and gov Skills : Cloud Technical Account Manager- Program Manager 4-ProdDev",7-10 Years,Not Specified,Cloud Technical Account Manager- Program Manager 4-ProdDev
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Oracle delivers world class open cloud infrastructure solutions for international business customers. We are seeking a Graduate level Cloud Native Architect to join our Presales team, supporting the sales t Skills : Cloud Native Architect , Architect , Oracle Linux Cloud , Presales Consultant , Cloud Infrastructure , oracle linux",10-13 Years,Not Specified,Graduate level Cloud Native Architect / Presales Consultant
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications RELATED WORK EXPERIENCE:The candidate should have 5-6 years of experience in using and administrating Oracle Database server with strong knowledge of UNIX, Linux and/or Windows. Experience in RAC, DB Perfor Skills : Senior Database Support Engineer , Oracle Database server , Recovery , UNIX , Linux , Windows , Sql Tuning",5-6 Years,Not Specified,Senior Database Support Engineer (Spanish Language)
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Oracle Utilities mission is to help utilities build a clean energy future. Care to join us? At Oracle’s Utilities Global Business Unit (UGBU), we’re applying cutting edge computer science to one of humanity Skills : Java developer , Chef , Nomad , CI/CD system , Agile , Javascript , Docker , Kubernetes , Java , Soa , Dropwizard",5-8 Years,Not Specified,Senior Java Developer for DSM Hotline (Odesa)
SnapHunt Pte Ltd,"Skills : Social Media Specialist , Social Media Marketing , social media tools , Channels , Design , Strategy , Applications Posted: a month ago",Not Specified,Job Description : * A role that allows you make a positive social impact * Opportunity within a company with a solid track record of performance * Work alongside & learn from best in class talent The Job Responsibilities: Manage soci,Social Media Specialist
DBS Bank Ltd,"Job Description : BusinessFunction GroupTechnology and Operations (T%26amp;O) enables and empowers the bank with anefficient, nimble and resilient infrastructure through a strategic focus onproductivity, quality %26amp; control, technology, people Posted: 2 months ago",12-15 Years,Not Specified,"VP / AVP, IT Command Centre Manager, Investment %26 Trading Technology, Technology and Operations"
DBS Bank Ltd,"Skills : Senior Associate / Associate , Product Designer , Consumer Banking Group , Group Design Posted: 21 days ago",Not Specified,"Job Description : What you%27ll be doing You%27ll spend most of your time trying to simplify very complex products and ideas. It may be an uphill battle, but it%27s worth it. If you succeed, your designs will be experienced by millions and solve real","Senior Associate / Associate, Product Designer, Consumer Banking Group, Group Design"
DBS Bank Ltd,"Skills : Senior Associate , Product Designer , Design Standards , Group Design Posted: 21 days ago",Not Specified,"Job Description : The Product Designers we really want to hire deliver real value to real users. In other words, they design stuff that gets built. What you%27ll be doing You%27ll spend most of your time trying to simplify very complex products and i","Senior Associate, Product Designer, Design Standards, Group Design"
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications PreferredQualifications Position Context Behind every mission-critical Cloud service is a sophisticated SaaSarchitecture supporting the largest companies in the world, employing the mostadvanced software e Skills : IT Security Analyst 4",3-6 Years,Not Specified,IT Security Analyst 4
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Oracle Gen2 Cloud is thenext generation cloud service built from grounds up for the most demandingapplication requirements with diverse performance, reliability, and governancerequirements for a variety of Skills : Manager/Sr Manager Technical Account Management",7-10 Years,Not Specified,Manager/Sr Manager Technical Account Management
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Go ahead, amaze us. When you provide the world’s most complete, open,and integrated business software and hardware system’s and work with all 100 ofthe Fortune 100, you have pretty high standards. That’s wh Skills : Applications Sales Representative , Applications Sales , Sales Representative , Sales Promotion , Sales",8-11 Years,Not Specified,"Applications Sales Representative, Oracle Communications"
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications The purpose of the Account Manager is to provide account management services to a portfolio of large, high profile global and regional accounts. Grow revenue, share of wallet and driving results within the Posted: 13 days ago",8-11 Years,Not Specified,CEGBU Account Executive - Turkey
JJ Consulting Services,"Job Description : **Our Client is an established company in Singapore, who is seeking to recruit a Senior/ Project Manager (Agile) Senior/ Project Manager (Agile) The Project Manager is responsible for the managing and implementing of medium scale I Posted: 2 months ago",6-9 Years,Not Specified,Senior/ Project Manager (Agile)
DBS Bank Ltd,Posted: 22 days ago APPLY,Not Specified,"Job Description : What you%27ll be doingYou%27ll spend most of your time trying to simplify very complex products and ideas. It may be an uphill battle, but it%27s worth it. If you succeed, your designs will be experienced by millions and solve real-","SVP / VP, Design Lead, Product Designer, Consumer Banking Group, Group Design"
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Department Description: The Global Revenue Recognition Operations is tasked with the ownership of all business processes related to the Revenue Management applications and systems that are in support of the Skills : Revenue Analyst , Finance , accounting , Oracle Applications",10-13 Years,Not Specified,Revenue Analyst 4-Fin
DBS Bank Ltd,Posted: 2 months ago APPLY,Not Specified,"Job Description : The Product Designers we really want to hire deliver real value to real users. In other words, they design stuff that gets built.What you%27ll be doingYou%27ll spend most of your time trying to simplify very complex products and ide","Associate, Product Designer, Investment %26 Insurance, Group Design"
Oracle Corporation Asia Pacific Division,Job Description : Preferred Qualifications Oracle Cloud Infrastructure in JAPAC is nowrecruiting a Cloud Customer Wellness Manager (Cloud Customer SuccessManager/Technical Account Manager) to work with dedicated JAPAC customers. The job is based fro Skills : Cloud Technical Account Manager (Korean / Japanese language proficiency),10-13 Years,Not Specified,Cloud Technical Account Manager (Korean / Japanese language proficiency)
DBS Bank Ltd,Posted: 2 months ago APPLY,Not Specified,"Job Description : TheProduct Designers we really want to hire deliver real value to real users. Inother words, they design stuff that gets built. If you are passionate aboutbringing simplicity to complex information systems — we have a challenge fory","VP, Product Designer, Middle Office Technology, Group Design"
DBS Bank Ltd,Posted: 2 months ago APPLY,Not Specified,"Job Description : TheProduct Designers we really want to hire deliver real value to real users. Inother words, they design stuff that gets built. If you are passionate aboutbringing simplicity to complex information systems — we have a challenge for","AVP, Product Designer, Middle Office Technology, Group Design"
DBS Bank Ltd,Posted: 2 months ago APPLY,Not Specified,"Job Description : The Product Designers we really want to hire deliver real value to realusers. In other words, they design stuff that gets built.What you%27ll be doingYou%27ll spend most of your time trying to simplify very complex productsand ideas","VP, Product Designer, Future of Work %26 HR, Group Design"
Accenture Pte Ltd,Job Description The future workforce is an equal one – we are setting the goal to achieve a gender balanced workforce by 2025. Find out more . Job Description: Ensuring and securing our client’s platform against fraudulent activity is at the core Skills : Business Process Specialization,2-5 Years,Not Specified,Risk and Payments Team Lead
DBS Bank Ltd,Posted: 2 months ago APPLY,Not Specified,"Job Description : The Product Designers we really want to hire deliver real value to real users. In other words, they design stuff that gets built. What you%27ll be doing You%27ll spend most of your time trying to simplify very complex products a","AVP, Product Designer, Design Standards, Group Design"
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Oracle Cloud Infrastructure (OCI) Product Manager Locations to hire: United Kingdom, Spain, Italy Job Description As a Product Manager, you are chartered with technical field enablement and regional supporti Skills : OCI Product Manager , Oracle Cloud Infrastructure , Tier Photo App , Chatbot App , Blockchain on OCI",10-13 Years,Not Specified,OCI Product Manager - Oracle Cloud Infrastructure
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications Purpose: The ACS Cloud solution architect provides strategic solutions and architectural designs supporting the delivery of customer solutions within the Oracle Red Stack (Infrastructure, Cloud (OCI/PaaS/Sa Skills : Cloud Architect",8-11 Years,Not Specified,Cloud Architect
Ness Global Services Pte Ltd,"Develop and deploy Machine Learning models into production. + Over all 6-8 years relevant experience + Develop innovative solutions for real-world, large scale problems to enhance customer & employee experience Skills : Machine Learning , Ml",6-8 Years,Not Specified,Machine Learning Software engineer
Infodrive Solutions Pte Ltd,"Job Description Role: AI Engineer / Sr AI Engineer Experience :3+yrs for AI Engineer Location: Changi Skills : ""TensorFlow"" , ""PyTorch"" , ""Qflow"" , ""Kubeflow"" , ""AI"" , ""machine learning"" , ""Artificial inteligence""",2-10 Years,Not Specified,Artificial Intelligence Professionals!!
Bps World Pte Ltd,"An award winning AI financial software provider is hiring for a Full Stack Engineer to be a part of their team! Skills : Artificial Intelligence , Machine Learning , Python , react.js",3-5 Years,Not Specified,Full Stack Engineer (ReactJS)
SnapHunt Pte Ltd,"Helping the Company meet its objectives by developing & implementing high impact learning & development programs in line with business needs and priorities. Skills : Human Resource , Training , Learning",0-5 Years,Not Specified,Learning & Development Specialist
GMP Technologies,"To prepare, setup and qualify machines prior to machine being crated before shipping out from factory to Customer. Skills : Manufacturing , Semiconductor , Machine",2-6 Years,Not Specified,Associate Manufacturing Engineer (East/ Semiconductor)
Talent Trader Group Pte Ltd,"To help in the servicing of customers in terms of conceptualizing of machine processes, writing up of proposals and quotations. Skills : Sales Engineer , Sales executive , Automation , Machine",1-5 Years,Not Specified,SALES AND BUSINESS DEVELOPMENT ENGINEER
Talent Trader Group Pte Ltd,"Design, develop, test, maintain and support automation machines Skills : Machine Vision , Motion Control , C# , Visual C++ , C++ , Oop , Object Oriented , Design Patterns",1-10 Years,Not Specified,Software Developer (C#/C++)
SSA Academy Pte. Ltd,"Your role is to source relevant information and produce Concept Briefs for the department by sourcing information through desktop research. For selected projects, you will be required to produce PowerPoint slides for courseware development. Skills : Learning & Development",1-3 Years,"2,500-3,500 SGD",L & D Executive
SnapHunt Pte Ltd,"Senior Backend Engineer Skills : Backend , Subject Matter Expert , Node.js , MongoDB , Backend Engineer , Software Engineer",4-8 Years,Not Specified,Senior Backend Engineer
GMP Technologies,"Design and develop software for Machine Vision automation equipment in C#, C++, Python programming languages Skills : VB macro , entry level , Fresh Graduate , C# , C++ , python , Software Engineer , software developer",0-5 Years,Not Specified,"Software Engineer (Vision/ C#) - MNC, Central"
PrimeStaff Management Services Pte Ltd,"Sales Manager who is familiar with E-Learning solutions in corporate and healthcare industry for Singapore and Malaysia. Skills : Account Manager - Sales , Account Manager , Selling , BD , Sales , Direct Sales , Corporate Sales , Corporate Selling",3-6 Years,Not Specified,Solution Sales Manager (E-Learning / ICT Solution) - Up to 4.5K Basic
GMP Technologies,"Development software for Machine Vision automation equipment Skills : VB Macro , Software Engineer , Gui , Sqlite , Technical Support , Visual Basic , Python , C++ , C#",1-8 Years,Not Specified,Software Engineer (Machine Vision / C++) - Perm
Talent Trader Group Pte Ltd,We are looking for Senior/ Vision Software Engineer who have been design and develop vision inspection system for automated semiconductor equipment. Skills : Vision Engineer,5-10 Years,"60,000-90,000 SGD",SENIOR/VISION SOFTWARE ENGINEER (Vision C++/C# / camera / lightings)
Talent Trader Group Pte Ltd,"Provides overall support in career management, learning & development, recruitment and human resources campaigns and communication. Skills : Hrbp , Hr Business Partner , Hr Manager , Talent Acquisition",5-10 Years,"5,000-8,000 SGD",HR (Senior) Manager/ HRBP
SnapHunt Pte Ltd,"As a Client Success Manager, you will be managing corporate client journey experience from on-boarding through activation and timely engagement Skills : Business Development , Sales , Client Servicing",3-13 Years,Not Specified,Client Success Manager
GMP Technologies,"Charge in chemical within reactors, follow instructions from batch sheets, select raw materials and load into machine Skills : chemical engineering , Chemistry , pharmaceutical",1-3 Years,Not Specified,Process Technician (Chemical/ North)
GMP Technologies,"Understand the new product, through attending trainings and learning from various internal sources. Skills : Instrumentation , Engineering , Electronics , Scanner , Printer",2-5 Years,Not Specified,Regional Control & Instrumentation Engineer (Central/ Printers/ Scanners/ Jap MNC)
Government Technology Agency of Singapore,Skills : DevOps Lead (National Digital Identity) Posted: 15 days ago,0-0 SGD,"Imagine citizens having a common and secure digital identity that will make their lives so much easier, and open doors to a plethora of services for them - allowing citizens to do everything from acce",DevOps Lead (National Digital Identity)
GMP Technologies,"Design of mechanical structures, modules and fixtures to support research prototype characterization and verification tasks, such as laser, EBEAM chamber and plasma source. Skills : Mechanical Design Engineer , Creo , Solidworks",5-8 Years,Not Specified,Senior Mechanical Design Engineer (Semicon Machine Maker)
Talent Trader Group Pte Ltd,"To perform dimensional Inspection on raw and finish machine parts Minimum 2 years of relevant experience in Dimensional and Hardness inspections in Oil & Gas Industry Skills : Hardness inspections , oil&gas , Petrochemical , Gas , Qc Inspector , qacQuality Control Inspector , Quality Control",2-5 Years,Not Specified,QC Inspector-oil&gas/machinery/equipment
Company Name Confidential,Software Programming Skills : ASP .NET C#,0-5 Years,Not Specified,Application Developer
Government Technology Agency of Singapore,"Skills : Government Digital Services , Devops Engineer Posted: 19 days ago",0-0 SGD,The Government Digital Services (GDS) Team aims to spearhead the digital transformation of government. We are a team in GovTech that aims to design and develop software applications that help governme,"DevOps Engineer, Government Digital Services"
Techcom Solutions Pte Ltd,"Analyzing, designing, developing, testing and maintaining the PeopleSoft Campus Solutions (CS), Financials (FIN), Human Capital Management (HCM) and Learning Management (LM) systems for the client. Skills : Campus Solutions , Finace , Hcm , elm",3-7 Years,Not Specified,"Peoplesoft Consultants (Campus Solutions, HCM, Finance)"
The ExecutiveCircle Asia Pacific Pte Ltd,"A global technology leader is seeking for a HR Generalist with a focus in Talent Acquisition. Manage full spectrum of recruitment & selection activities.Support Singapore office & Southeast Asia subsidiaries. Min. 5 yrs of exp, 2 yrs in recruitment. Skills : Hr Generalist , Recruiter , Recruitment , Hr Generalist , Hr Executive , Hr Recruitment , Hr Operations , Talent Acquisition",5-10 Years,Not Specified,"Regional Executive, HR Generalist (Recruiter)"
SnapHunt Pte Ltd,"As a Client Service Specialist, you will be maintaining awareness of relevant technical and product trends with self-learning and job shadowing and working across teams to continually provide feedback, improve product, and drive future innovation Skills : Client Servicing , Sql , Java",2-10 Years,Not Specified,Client Service Specialist
Talent Trader Group Pte Ltd,"PLC & PC based programming for automation machines Skills : Plc Programming , Electrical Engineer , SIEMENS - S7 , Automation",1-10 Years,Not Specified,ELECTRICAL ENGINEER (PROGRAMMING)
Talent Trader Group Pte Ltd,"Assist the HR Manager with the execution and management of HR duties to support of the company's overall human resource strategies. Skills : Hr Executive , Generalist , Hr , full spectrum , recruitment",3-5 Years,"3,000-5,000 SGD","HR, Senior Executive/ Assistant Manager"
Talent Trader Group Pte Ltd,"Responsible for assembly, debug and test run of customized modular machines and it’s commissioning. Skills : Assembly , Mechanical Technician , Automation",1-5 Years,Not Specified,ASSISTANT ENGINEER (ASSEMBLY)
Dolphin Associates,"Manages and monitors virtualization clusters and different hardware layers to support Production environments. The role requires knowledge in different infrastructure areas like network, storage, virtualization, Windows & Linux. Skills : VCOPS , Dr , Vmware Esxi , Openstack , Clusters , Netapp , San , Netbackup , Veeam Backup , Replication",6-16 Years,Not Specified,Lead Virtualization Specialist
Talent Trader Group Pte Ltd,"We are looking for Field engineer/Service Engineer with experience in printing industry Skills : Field Application Engineer , Application Support Engineer , Product Engineer , Service Engineer , Application Engineer",2-12 Years,"39,000-78,000 SGD",Regional Service Engineer (Printing/Printer)
SnapHunt Pte Ltd,"Partnership & Alliances Manager Skills : Partnership & Alliances Manager , sales objectives , Business Development , B2b , Sales , Key Account Managemen",3-8 Years,Not Specified,Partnership & Alliances Manager
SnapHunt Pte Ltd,"You will be responsible for generating leads and qualifying potential customers. Arranging sales meetings with prospective corporate clients Skills : Direct Sales , Sales Trainee , Field Sales Representative",0-4 Years,Not Specified,Field Sales Representative
Ethos Search Associates Pte Ltd,"PeopleSoft Campus Solution, HCM, or Financials for 2 years contract based in Singapore. Skills : Peoplesoft , PeoplesoftConsultant , Peoplesoft technicalConsultant , Peoplesoft Hrms , campus solution",3-6 Years,"4,000-5,500 SGD",PeopleSoft Developer
Optimum Solutions (Singapore) Pte Ltd,"Our company is seeking to hire a skilled Software Developer to help with the development and maintenance of our highly used projects developed using Go Lang, PHP Laravel, React and NodeJS. You will join a small team of highly talented Developers who Skills : Go Lang , Php Laravel , React , Nodejs",3-6 Years,"4,500-6,500 SGD","Mobile Backend Developer (Go Lang, PHP Laravel, React and NodeJS)"
SnapHunt Pte Ltd,"You will be working on project plans, estimates, organise workshops, track minutes, traceability matrix, risk log, etc. Skills : Project Management , Trade Finance , Information Technology",5-15 Years,Not Specified,IT Project Manager
Optimum Solutions (Singapore) Pte Ltd,"We are looking for a dynamic individual who has a passion for developing high-quality, user-centric web and mobile applications. You will join a team of talented people exploring and working on the cutting edge technologies in the digital media. You Skills : Drupal and WordPress , CSS , Html5 , Xml , Javascript , jQuery , Media Queries , Ajax , Php , Json , Apis , MySQL",3-6 Years,"5,000-6,500 SGD",Drupal Software Developer (Front&Back End Development)
SnapHunt Pte Ltd,"Receiving and screening incoming calls and emails and determining priorities. Performing project-based work as assigned. Skills : Business Support , Executive Assistant , Personal Assistant",1-5 Years,Not Specified,Business Support Manager - Part Time
Crédit Agricole Corporate and Investment Bank,"Manage all incoming/outgoing mails, courier document/parcels and document circulation Skills : Admin Executive , Administration Executive , Admin Assistant , Admin Officer , Administration , Office Assistant",0-5 Years,Not Specified,Accounts cum Admin Executive
SnapHunt Pte Ltd,"Your job as a Sales Development Representative is to raise our client’s branding through tip-top service while building a long term relationship with potential customers. Skills : Sales Trainer , Direct Sales , consumer sDirect Selling , Corporate Sales",0-5 Years,Not Specified,Sales Development Representative
SnapHunt Pte Ltd,"You will be responsible for Generating brand awareness for clients and Preparing quotation and proposals for customers. Skills : Brand Ambassador , B2b Sales , Account Management , Corporate Sales , Large Account",1-11 Years,Not Specified,Brand Ambassador
SnapHunt Pte Ltd,"In this role, you will be a core member of our technology team and assist in the development and implementation of solutions that delight and provide value to our users . Skills : Junior Software Engineer , Reactjs , Redux , Nodejs , HTML , Html5 , CSS , Javascript , Machine Learning",1-11 Years,Not Specified,Junior Software Engineer (ReactJS/Redux & NodeJS)
SnapHunt Pte Ltd,"You will be responsible for Identifying opportunities for new business development through following up on leads and conducting research on target clients. Skills : Business Development Manager , Marketing , BD , Sales",4-14 Years,Not Specified,Business Development Manager
Company Name Confidential,"Part of its team of leading, challenge seeking and exceptional cyber security professionals and researches, engaged in cutting-edge cyber early warning R&D. Skills : Cyber Infrastructure , Security Incident Response , .Net C# , Cyber Security , Vulnerability Assessment",3-13 Years,Not Specified,Cyber Security Researcher
SnapHunt Pte Ltd,"Your responsibilities include: Creating and maintaining long-standing relationships with clients Representing client to promote products to customers Skills : Sales Trainee , Area Sales Officer , Territory Sales Officer , Sales Manager",0-4 Years,Not Specified,Sales And Marketing Representative
Ethos Search Associates Pte Ltd,"2 years contract in Singapore PeopleSoft Developer role Skills : Peoplesoft , Peoplesoft Consultant , Peopletools , People Code , Sql , Peoplesoft Finance , Peoplesoft Hcm",3-8 Years,"4,000-5,500 SGD",Peoplesoft Developer
SnapHunt Pte Ltd,"Managing end-to-end recruitment of open roles including understanding business needs and drafting job specifications, sourcing and screening candidates Skills : Talent Acquisition , Human Resource Management , Recruitment",0-5 Years,Not Specified,Talent Acquisition Specialist
SnapHunt Pte Ltd,"Luxury Sales Manager Skills : Fashion , Business Development Manager , Luxury Sales Manager , business generation , Sales Manager",3-10 Years,Not Specified,Luxury Sales Manager
Zenith Infotech (S) Pte Ltd,"Peoplesoft HCM & LM This is a 1 year contract role assigned to our client Skills : Peoplesoft HCM & LM , Peopletools Programming , Crystal Report , nVsion , Fluid Interface , Application Development",3-6 Years,"3,600-4,500 SGD",Peoplesoft HCM & LM (Contract Role - 1 year)
SnapHunt Pte Ltd,"Leading the Clients Accounting & Tax team, you will ensure high quality delivery of accounting, tax and payroll services for the Company's international clients. You will also need to provide quality and sound advice to clients on matters relating to Skills : Client Accounting & Tax , G/L Accountant , Corporate Tax , Payroll Accountant , Accounting , month end closing",10-15 Years,Not Specified,"Client Accounting & Tax, Lead"
SnapHunt Pte Ltd,"As a Paralegal, you will report to the Regional Legal Counsel of the company and will be working with other Legal Counsel. You are to prepare, review and advise on licensing applications for the company, as well as general corporate advisory, regulat Skills : Legal , Paralegal , License Management",1-11 Years,Not Specified,Paralegal
Born Commerce Private Limited,"We're looking for Strong Architects who have real time development experience in Mobile Architecture to join our award winning team. Skills : Ios , Android , Html5 , Css3",10-20 Years,Not Specified,Mobile Architect
SnapHunt Pte Ltd,"As a Customer Success Lead, you will be responsible for all aspects of customer interactions as well as continuously developing and reviewing scalable process and strategy to grow the company. Skills : Customer , Business Development , Corporate Banking , Customer Support Specialist",0-5 Years,Not Specified,Customer Success Lead
SnapHunt Pte Ltd,"You will be responsible for Developing and implementing sourcing strategies together with cross-functional teams across the organisation. Skills : Procurement , Purchase , Sourcing",2-7 Years,Not Specified,Procurement Executive
Olive Tree International Search,"Exciting opportunity for an ambitious Architect with strong expertise in Cloud Computing, Virtualization and Storage design and solution skills. Skills : Cloud Computing , Virtualization , Storage , AWS",7-9 Years,Not Specified,Infrastructure Architect (Private Cloud / Virtualisation)
Techbridge Market Holdings Pte Ltd,"You're not just here to write code, but also to figure out what we should be building and how we should build it. A Senior Software Engineer preferably with Node.JS backend, Javascript front end or any AWS or GCP. Skills : Node.js , Node JS , Javascript , AWS , Gcp",7-15 Years,Not Specified,Senior Software Engineer
The ExecutiveCircle Asia Pacific Pte Ltd,"This position requires experienced solution architect to design solution across our customer base, in the areas of transactional print services,document composition,mail delivery functions & drive the adoption of digital,multi-channel delivery comms Skills : Transaction Printing , Mailroom , Mail Delivery , Statement Printing , Business Process Outsourcing , Bpo",8-15 Years,Not Specified,Solution Architect
Ariston Services Pte Ltd,"Owns and communicates the architectural vision of the product/solution of mobile systems, development platforms, integration methodologies, and broad, detailed knowledge of mobile technologies and industry trends. Skills : Mobile Phone Development , Mobile Architecture , Mobile Development , Ios , Android",10-20 Years,Not Specified,Mobile Architect
SnapHunt Pte Ltd,"The Corporate Secretary will assist in all corporate secretarial work for the assigned portfolio and manage clients with professionalism, good communication and excellent client service. Skills : Secretary , Executive Assistant Secretary , Corporate Secretary , Secretarial Activities , Secretarial , Executive Secretary",1-5 Years,Not Specified,Corporate Secretary
Capita Pte Ltd,"We are currently working with a highly reputable client specializing in designing, developing and building 3D printers for dental application. Skills : Production , Mechanical , Assembly , Testing",1-4 Years,"1,900-2,000 SGD",Production Technician I (LCD/Film) - (KKK1)
Saburi Consulting Services Pte. Ltd.,"We have an immediate requirement for multiple Peoplesoft Consultants in Singapore. All are long term roles. Skills : Peoplesoft , ""Campus solution"" , Financial , Hrms , ""Human Capital Management"" , Hcm",5-15 Years,Not Specified,Peoplesoft Consultants in Singapore
Monster.com - Singapore,"As a Business Development Manager this reporting to the Branch Manager, the incumbent will be responsible for acquisition new business & sales management for the assigned territory / accounts. The job involves planning and execution of sales plans. Skills : Business Development Manager , B2b Sales , Corporate Sales , Enterprise Sales , corporate field sales",2-6 Years,Not Specified,Business Development Manager | B2B Sales/Corporate Sales/Enterprise Sales| Singapore
Quinnox Solutions Pte Ltd,"Design, develop and test application that meet user’s business requirements and that is operationally efficient and maintainable, manage the SIT & UAT and to obtain the customer acceptance. Skills : Pega Developer , Pega , Java , Angular , Javascript , Spring , Hibernate",3-13 Years,Not Specified,Pega Developer
